,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
116238,Burundi,BDI,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,,,,,,,
116742,Burundi,BDI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,10.34690886,10.67691572,8.855990613,11.36892511,13.47857673,14.96532248,14.09448674,13.00507156,11.60934802,,,,,,,,,,15.14266298,15.12278396,14.92891631,15.61605477,16.67820658,13.43899658,11.42036173,14.34765867,13.59744181,,,,,,,,,,,,,,,,,,,,,
116842,Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,14.0,,,,,,,,,1.63,,,,,,1.57,,,,,,
117020,Cabo Verde,CPV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117166,Cabo Verde,CPV,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,5836137.302,-8574466.737,-1015147.063,4321104.172,-21614276.72,-14838746.57,-13348523.07,-6415096.192,-8936866.804,1728119.583,-2571970.699,-489957.3317,-12834375.47,-3834569.288,-6963192.905,-12146859.08,-23929894.63,-45729294.08,-61624522.9,-35041392.49,-29721711.44,-58512075.7,-74762927.33,-60148009.93,-55742978.43,-71449519.8,-90479472.09,-130079767.7,-40659725.66,-82729932.59,-198162898.9,-205256847.4,-244926653.8,-222769238.2,-304537748.9,-243559056.4,-107358950.8,-168960587.7,-50593257.5,-64135178.53,-139634461.9,-101706160.7,-7565567.151,-283996435.5
117346,Cabo Verde,CPV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,193155976.6,209480674.5,215398566.5,235906125.0,244831092.3,265989607.4,273627380.4,285418158.6,302534271.4,319772521.0,321985896.5,326507051.3,362219240.8,393762420.2,469296454.8,535991160.0,596807529.5,663163133.2,746173157.1,829913547.9,948465609.7,969632085.0,1020546411.0,1063167076.0,1171578994.0,1252563900.0,1352565476.0,1557758964.0,1661358044.0,1640251720.0,1664310770.0,1730365372.0,1749086512.0,1763128136.0,1773904599.0,1791765400.0,1876082144.0,1945535441.0,2033690797.0,2148955357.0,1831266583.0
117353,Cabo Verde,CPV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,680.4908844,725.6551399,732.0406416,785.7618095,799.7357166,853.4389394,864.232929,888.773821,928.7485615,965.5550487,952.753479,943.0378487,1018.147589,1075.686082,1246.772672,1387.54287,1508.86912,1640.485873,1808.847617,1973.84161,2215.119903,2225.452971,2303.95054,2362.987333,2565.769262,2705.12295,2882.883802,3279.03004,3455.073025,3370.377938,3378.323433,3468.653149,3461.885539,3445.359238,3422.702573,3414.577506,3532.180111,3619.607554,3740.024711,3907.646266,3293.716021
117509,Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,11.25,5.393258427,10.87420043,3.846153846,4.074074074,4.555160142,10.65350579,9.550907413,3.116664327,5.788395904,3.45205833,8.35152498,5.963619618,8.556062581,4.3942351,4.356433745,-2.477456685,3.349964723,1.884534101,1.188170386,-1.890821723,0.418891613,5.369076871,4.410997042,6.774435464,0.991103481,2.078664709,4.473883422,2.540396442,1.506542857,-0.238778145,0.131187999,-1.407816371,0.784415251,1.256151859,1.107509306,0.605795758
117681,Cabo Verde,CPV,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118185,Cabo Verde,CPV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.07697136,22.74444386,20.90676315,21.28379768,18.42064171,18.44614056,19.7309446,17.88198499,17.83930625,17.05275837,18.7780858,18.60381766,20.08675268,,,
118285,Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,10.67,,,,,31.31,,12.24,12.17,11.29,
118463,Cambodia,KHM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118609,Cambodia,KHM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93000000.0,-103922000.0,-156600000.0,-185700000.0,-184900000.0,-209900000.0,-173578729.0,-187558123.7,-136092729.0,-87877926.79,-107306836.8,-233437993.7,-182913053.6,-306993470.0,-233868557.3,-423329899.8,-819975437.4,-741414916.6,-980977704.3,-1025873249.0,-1212670582.0,-1295705055.0,-1444104699.0,-1598447754.0,-1733542017.0,-1807323272.0,-2895566487.0,-4064575202.0,-3075615892.0
118789,Cambodia,KHM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084948752.0,3314947309.0,3643242085.0,3858102491.0,4012682038.0,4200541049.0,4734235799.0,5207355456.0,5631670884.0,6002175105.0,6512713850.0,7186162900.0,8138335730.0,9014922681.0,9935578323.0,10600425244.0,10609615491.0,11242275199.0,12037055708.0,12917367180.0,13867654630.0,14858161722.0,15915423126.0,17019803983.0,18184202213.0,19542411046.0,20920953618.0,20263819183.0
118796,Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.9877623,321.2811704,341.891189,351.2820673,355.1487945,362.0996878,398.2879853,428.4041309,453.968908,474.9413328,506.5827026,549.9695136,613.1332832,668.8766879,726.2874604,763.508443,752.7964272,785.5026671,827.7771277,873.9492833,922.8903285,972.7425373,1025.383486,1079.505957,1135.844407,1202.625082,1268.971602,1212.0255
118952,Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.798944338,7.150861409,7.960213978,14.80650354,4.008207021,-0.791992529,-0.6006483,3.225083615,1.210011336,3.924781663,6.349255065,6.143255757,7.66839343,24.99717885,-0.661307602,3.99623008,5.478587304,2.932724618,2.94260016,3.855238553,1.221270061,3.04541464,2.890924692,2.4579649,,
119124,Cambodia,KHM,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119628,Cambodia,KHM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.172911274,7.537844416,8.117265035,7.893242769,8.178822069,9.696979265,10.55519636,9.64778105,10.00304014,10.15469287,11.08248635,12.07885296,14.62663089,14.5828781,14.82589055,15.78871893,17.05208455,19.73205527,
119728,Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,2.76,2.06,,,7.53,,,1.26,0.82,0.58,0.77,0.58,1.28,0.44,0.69,0.39,0.72,0.14,,,
119906,Cameroon,CMR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120052,Cameroon,CMR,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-92399291.6,-186359144.2,-125679683.9,-445401476.8,-481672021.3,-385740988.7,-411858867.7,-168918352.3,-561519691.0,-451825967.7,-892736637.0,-426458820.2,-289898413.8,-551191364.6,-335688340.3,-365783903.1,-512249889.3,-56069410.51,89853033.03,-286663480.3,-582196044.7,-150780799.1,-509552038.8,-218400391.2,-347657566.8,-439310637.8,-597885392.1,-416181816.1,-495561604.2,193518455.4,286074705.4,-451560496.2,-1123176668.0,-857140093.1,-749196879.8,-955933681.0,-1128087432.0,-1401974732.0,-1173691255.0,-1037444249.0,-949763043.4,-1409334284.0,-1695070703.0,
120232,Cameroon,CMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4955702656.0,5014362358.0,5166877150.0,5360250127.0,5550386759.0,5662840577.0,5924178156.0,5277727950.0,5612669658.0,5887773512.0,6069827486.0,6281039748.0,6448984908.0,6794371953.0,7523697657.0,8369741881.0,7909812981.0,8996611122.0,10976135911.0,11638558750.0,11409827124.0,13358931637.0,14363016005.0,15349299978.0,16496594539.0,17826741627.0,19033908509.0,18625317071.0,17168140810.0,16855831638.0,15826665523.0,15223891239.0,14751950122.0,13581815617.0,13870284613.0,14351554659.0,14977438375.0,15760956210.0,16470560361.0,17177479603.0,17787859759.0,18564848458.0,19351478900.0,20235298726.0,21607445414.0,22044058919.0,22806269465.0,23924278802.0,24758949260.0,25303315390.0,26169323293.0,27249927182.0,28487963591.0,30027528839.0,31794366450.0,33591213542.0,35152694906.0,36400294743.0,37879051927.0,39288422139.0,39575360886.0
120239,Cameroon,CMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,957.2685412,948.788671,957.0541868,971.3934582,983.5811447,980.8267611,1002.420383,872.0030702,905.0634707,926.1734465,930.9902623,938.9177756,939.1037222,963.3516725,1038.14031,1123.295914,1032.020125,1140.60604,1351.560945,1391.24682,1323.429514,1502.939814,1566.849461,1623.148783,1690.59744,1770.140506,1830.979106,1735.645923,1550.111523,1475.242111,1343.510185,1254.243006,1180.203312,1055.792875,1048.318923,1055.262613,1072.052102,1098.749886,1118.637287,1136.633132,1146.572384,1165.481408,1183.026421,1204.419767,1251.928982,1243.080795,1251.463657,1277.304716,1286.000545,1278.596014,1286.515888,1303.425631,1325.930164,1360.108747,1401.753483,1441.783476,1469.192022,1481.730482,1502.167666,1518.311739,1490.829641
120395,Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,-1.101591187,5.858085809,4.014029618,8.092918696,10.3847487,17.23293349,13.55332941,9.930650564,14.69830916,12.46305234,6.580610819,9.551754276,10.7275,13.25701986,16.63122641,11.37332209,8.508374344,7.770024987,13.14049984,1.682332608,-1.665525896,1.099381284,0.060051331,-0.016055046,-3.206554569,35.09446185,9.069690719,3.924063727,4.786238819,3.170751854,1.871745007,1.22719013,4.419772459,2.834422601,0.623163557,0.23364738,2.013539502,5.11757816,0.921402246,5.337806276,3.043618479,1.275380462,2.939699463,2.742534075,2.05908684,1.834130781,2.685982772,0.861740258,0.642673522,1.074299452,2.452802141,2.437608822
120567,Cameroon,CMR,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121071,Cameroon,CMR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76735862,8.905155245,9.753700886,7.297624028,6.332247723,7.789029331,,,10.11252313,10.48617806,,,,,,,,,,,,,11.75459417,12.01041469,12.77587041,12.61280732,12.06988655,12.24545233,12.7552804,,
121171,Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,,,,7.46,,,,4.4,,3.06,,,4.11,,,,3.53,,,,,,
121349,Canada,CAN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121495,Canada,CAN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1187187628.0,-1105883474.0,-1080531892.0,-841511701.6,-453738889.1,-1657803081.0,-1578616024.0,-1278892822.0,-980740554.3,-1945698726.0,493731567.6,-1038600163.0,-2404308515.0,-2056301251.0,-4570220597.0,-8196398663.0,-7638587863.0,-7002658577.0,-8188226094.0,-8384719674.0,-6088019706.0,-12532212145.0,1796486978.0,-2522643419.0,-1373618096.0,-5838917859.0,-11351388395.0,-13711713496.0,-15285075071.0,-22216034256.0,-20259435864.0,-22874763554.0,-21718992367.0,-22353009553.0,-13907010267.0,-5061141976.0,2428067198.0,-8985483077.0,-8999712922.0,845351118.1,18494424439.0,15757824511.0,12512912205.0,10432942307.0,23235547976.0,21933097496.0,17990236971.0,11050809836.0,3177944944.0,-40775263976.0,-58162670440.0,-49746988787.0,-64582432569.0,-58110120945.0,-41873919952.0,-54695520050.0,-47262580270.0,-46235966236.0,-40435654859.0,-35688200343.0,-31664470399.0
121675,Canada,CAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079100000000.0,1109280000000.0,1153330000000.0,1210040000000.0,1227050000000.0,1269040000000.0,1317410000000.0,1368970000000.0,1437360000000.0,1497240000000.0,1600080000000.0,1616200000000.0,1568870000000.0,1617340000000.0,1668240000000.0,1697640000000.0,1737180000000.0,1787040000000.0,1798810000000.0,1816830000000.0,1872060000000.0,1917540000000.0,1953230000000.0,1847700000000.0
121682,Canada,CAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36083.25026,36785.77478,37936.72504,39433.41176,39555.60399,40466.79784,41632.06754,42859.79649,44577.99339,45968.24418,48650.85593,48611.79181,46652.5325,47562.08343,48581.01022,48903.2228,49516.28036,50427.88801,50382.86307,50314.42167,51225.67348,51734.26854,51956.83513,48617.08789
121838,Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.358695652,1.018766756,1.061571125,1.628151261,1.912144703,2.332657201,3.815659068,3.579952267,4.055299539,4.561558902,3.346039814,2.704918033,4.988028731,7.487647282,10.99717115,10.6721886,7.54173863,7.976445396,8.973723352,9.144676979,10.12922051,12.47161241,10.7689719,5.86358803,4.304778304,3.962030541,4.194786291,4.356108712,4.028234149,4.9836219,4.780476933,5.625864086,1.490132904,1.865079365,0.165562914,2.148760331,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547,1.596884129,2.268225672,1.949269024,0.716999632
122010,Canada,CAN,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122514,Canada,CAN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16312048,14.4495626,14.35716091,13.69687137,13.11451323,13.3295053,13.92401371,14.56772835,14.66839759,14.69992073,14.85774318,14.18147981,13.37762747,13.22893471,13.34474787,13.29949289,13.34822067,13.33443201,12.3901656,12.30438595,11.7328093,11.80392128,11.66442736,11.6235046,11.80837908,12.38981091,12.49656263,12.61201668,13.08834655,13.26937325,
122614,Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,4.7,5.9,6.4,6.3,5.6,5.4,,7.09,8.05,8.38,7.53,7.54,7.61,11.04,12.02,11.34,10.5,9.59,8.82,7.76,7.55,8.13,10.32,11.2,11.38,10.4,9.49,9.62,9.1,8.28,7.58,6.83,7.22,7.66,7.57,7.19,6.76,6.32,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91,7.0,6.34,5.83,5.66,9.46
122792,Cayman Islands,CYM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122938,Cayman Islands,CYM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-706577023.5,-871502935.2,-927543580.3,-581583341.8,
123118,Cayman Islands,CYM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479431113.0,4621098731.0,4604582869.0,4273030688.0,4156990760.0,4205588567.0,4257306946.0,4311771995.0,4426229189.0,4551629672.0,4699101421.0,4848722849.0,5052094815.0,5244938347.0,
123125,Cayman Islands,CYM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88301.1909,88391.32998,85531.39907,77240.66246,73351.75677,72664.24603,72203.02472,71943.20316,72742.39398,73745.23536,75108.71142,76499.99762,78727.40159,80755.96395,
123281,Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276140862,1.325435758,1.188948452,2.160611468,1.273979115,-2.347527702,-0.625258359,,,,
123453,Cayman Islands,CYM,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123957,Cayman Islands,CYM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124057,Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,,7.22,5.74,4.94,5.1,4.14,4.17,,,7.54,5.37,3.61,3.45,3.54,2.62,3.83,3.97,6.04,6.68,6.78,6.21,6.27,4.7,4.24,,,,,
124235,Central African Republic,CAF,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124381,Central African Republic,CAF,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-18894521.01,-22986329.69,-15955123.0,-43051964.88,-4180369.993,-42642700.16,-29309880.56,-33446332.87,-48615805.95,-86517658.25,-73427464.2,-34608362.8,-33425568.41,-89131983.87,-61770908.32,-83055084.96,-12950157.49,-24675583.81,,,,,,,,,,,,,,,,,,,,,,,,,,
124561,Central African Republic,CAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,900551228.2,945160517.7,910059144.7,903624928.7,922423260.4,931163946.8,937167940.4,980995659.1,994769948.4,1065314482.0,1090167000.0,1102488094.0,1102478533.0,1123303691.0,1194510289.0,1199347902.0,1264502704.0,1312632648.0,1328505467.0,1295755976.0,1237723746.0,1218607528.0,1312632648.0,1205961377.0,1320307338.0,1372158706.0,1421254260.0,1351058684.0,1374164021.0,1401334960.0,1371240898.0,1363664203.0,1276061348.0,1280339671.0,1343075667.0,1439777727.0,1382185280.0,1455440215.0,1523847978.0,1578706122.0,1539405300.0,1608135729.0,1666294636.0,1576356630.0,1670857385.0,1686032287.0,1766474328.0,1847865248.0,1885822821.0,2047763337.0,2142591539.0,2232465013.0,2345288465.0,1491791624.0,1493001027.0,1557754288.0,1631752553.0,1705626530.0,1770260286.0,1823368094.0,1823368094.0
124568,Central African Republic,CAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,599.7006184,619.3481094,586.4130765,572.1408334,573.4259224,567.8846981,560.1657485,574.2505494,570.3308618,598.8714647,601.9174485,599.010003,590.259555,592.8193211,620.7228119,612.4224427,633.1957636,643.4745032,636.3604197,605.2733989,562.7656721,538.1493833,562.0737065,500.747565,532.7295544,539.7588305,547.1065551,510.4429154,510.0880784,510.3678832,488.5528757,473.740103,431.2131063,420.3143351,428.4109679,446.7665946,417.8014197,429.0256121,438.456209,443.7036796,422.8646357,432.060402,438.2530515,406.1534376,421.9461496,417.5021388,428.9563274,440.1771052,441.2966121,472.093434,488.4217731,505.2381543,528.6454444,335.3889546,334.4408238,346.6937467,359.6003847,371.1092243,379.3652001,384.2569678,377.5273687
124724,Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,-0.033333333,13.2960987,14.61261129,2.542209668,10.42384023,2.245152512,-6.986802706,-3.964468821,0.689055807,-0.012330456,-2.762362807,-1.033608117,-2.915358493,24.57101373,19.18940397,3.724941103,1.611313478,-1.885200962,-1.414202201,3.203400916,3.834860602,2.331817035,4.134709052,-2.066406011,2.883520734,6.695264658,0.959917619,9.258950994,3.521262272,1.4910237,1.194475724,5.478295943,6.98879342,14.89868418,1.402970171,4.945432761,4.180723319,1.61215687,2.685373553,2.303683789
124896,Central African Republic,CAF,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125400,Central African Republic,CAF,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.211979957,,,,8.28435089,7.908503384,8.407892197,7.540403624,8.172377281,,4.098500696,5.448991385,6.807588937,7.081244249,8.63983072,,
125500,Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125678,Chad,TCD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125824,Chad,TCD,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-28520876.5,-46437969.7,-1551323.097,12305970.61,23444814.07,18525147.68,37975045.35,9045880.67,-87240665.83,-59372291.47,-25531211.53,25506886.36,-51277370.91,-45617356.89,-65574430.91,-85688336.15,-116639705.9,-37744637.54,,,,,,,,,,,,,,,,,,,,,,,,,,
126004,Chad,TCD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2091978807.0,2121219308.0,2234919126.0,2199172623.0,2143952726.0,2156949963.0,2117971885.0,2134220994.0,2124462933.0,2270653818.0,2312880179.0,2260895274.0,2286886890.0,2095225575.0,2199187580.0,2397340259.0,2468799345.0,2523967749.0,2512114333.0,1973489696.0,1854139537.0,1873476694.0,1973644168.0,2283086267.0,2329864396.0,2837606468.0,2721784806.0,2656766579.0,3068096721.0,3217965118.0,3083503335.0,3346684574.0,3614467644.0,3046640667.0,3355475208.0,3396967314.0,3472192239.0,3668488889.0,3923506826.0,3896715151.0,3862436487.0,4312724534.0,4678927023.0,5367743079.0,7172881359.0,8416123440.0,8470681971.0,8747800297.0,9014843655.0,9395062315.0,10668102735.0,10676943370.0,11625330987.0,12287975012.0,13135843450.0,13499400995.0,12654942309.0,12276724557.0,12568178638.0,12976290262.0,12860774029.0
126011,Chad,TCD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,696.9536311,693.1262475,716.0388662,690.7869084,660.3834579,651.7286206,628.0716417,621.349258,607.0986873,636.3223141,634.7774456,606.7580776,599.406354,536.1525118,549.808166,586.3520576,591.5940202,593.1431746,579.1895803,446.2139664,410.7142583,406.1422862,418.308286,472.462121,469.9618212,556.8957231,518.7038404,490.8263714,548.8914319,557.3266594,517.0843642,543.5501661,568.6038875,464.1492198,494.8307039,484.5777841,478.8587353,488.9040878,504.9523891,483.8517002,462.2542397,496.9693688,518.7725668,572.6256558,736.8317886,833.5576762,810.0395091,808.6314688,806.0778749,812.7116704,892.5688697,863.7614645,909.312486,929.468423,961.3776737,956.659963,869.0591627,817.5347904,812.0170771,813.7195887,782.9589934
126167,Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,20.25089606,5.153999006,-13.05657258,-5.974842767,15.47751765,-3.689134604,-0.738282265,3.19387473,-3.113030672,-8.427933487,41.72489724,9.230325998,11.33087891,5.572257111,4.258851102,-8.025059627,3.822600881,12.43128653,5.191818952,-1.752569412,-5.355400289,7.890365675,8.03628898,-8.97473962,10.29697582,9.952422907,-2.077865746,2.029240537,7.516623647,0.222671565,1.681973139,4.377126651,-0.792440525,-1.53709963,4.274621986,-0.971939175,
126339,Chad,TCD,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126843,Chad,TCD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126943,Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,
127121,Channel Islands,CHI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127267,Channel Islands,CHI,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127447,Channel Islands,CHI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127454,Channel Islands,CHI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127610,Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127782,Channel Islands,CHI,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128286,Channel Islands,CHI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
